fold,flatBand,slopeLen,adxStrongTh,minScore,cooldown,is_n,is_pf,is_exp,is_win_rate,is_wins,is_losses,is_win3R,is_tp1R,is_sl
0,1.5,20,20,75,50,27,1.5,0.3333333333333333,0.3333333333333333,9,18,9,0,18
0,1.5,20,25,50,10,35,1.2,0.14285714285714285,0.2857142857142857,10,25,10,0,25
0,1.5,20,25,50,25,31,1.4285714285714286,0.2903225806451613,0.3225806451612903,10,21,10,0,21
0,1.5,20,25,50,50,27,1.5,0.3333333333333333,0.3333333333333333,9,18,9,0,18
0,1.5,20,25,60,10,35,1.2,0.14285714285714285,0.2857142857142857,10,25,10,0,25
0,1.5,20,25,60,25,31,1.4285714285714286,0.2903225806451613,0.3225806451612903,10,21,10,0,21
0,1.5,20,25,60,50,27,1.5,0.3333333333333333,0.3333333333333333,9,18,9,0,18
0,1.5,20,25,75,10,35,1.2,0.14285714285714285,0.2857142857142857,10,25,10,0,25
0,1.5,20,25,75,25,31,1.4285714285714286,0.2903225806451613,0.3225806451612903,10,21,10,0,21
0,1.5,20,25,75,50,27,1.5,0.3333333333333333,0.3333333333333333,9,18,9,0,18
1,0.3,5,20,50,10,62,1.9142857142857144,0.5161290322580645,0.43548387096774194,27,35,20,7,35
1,0.3,5,20,50,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,20,50,50,53,1.8064516129032258,0.4716981132075472,0.41509433962264153,22,31,17,5,31
1,0.3,5,20,60,10,62,1.9142857142857144,0.5161290322580645,0.43548387096774194,27,35,20,7,35
1,0.3,5,20,60,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,20,60,50,53,1.8064516129032258,0.4716981132075472,0.41509433962264153,22,31,17,5,31
1,0.3,5,20,75,10,62,1.9142857142857144,0.5161290322580645,0.43548387096774194,27,35,20,7,35
1,0.3,5,20,75,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,20,75,50,53,1.8064516129032258,0.4716981132075472,0.41509433962264153,22,31,17,5,31
1,0.3,5,25,50,10,62,1.9142857142857144,0.5161290322580645,0.43548387096774194,27,35,20,7,35
1,0.3,5,25,50,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,25,50,50,53,1.8064516129032258,0.4716981132075472,0.41509433962264153,22,31,17,5,31
1,0.3,5,25,60,10,64,1.864864864864865,0.5,0.421875,27,37,21,6,37
