fold,flatBand,slopeLen,adxStrongTh,minScore,cooldown,is_n,is_pf,is_exp,is_win_rate,is_wins,is_losses,is_win3R,is_tp1R,is_sl
1,0.3,5,25,60,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,25,60,50,54,1.8125,0.48148148148148145,0.4074074074074074,22,32,18,4,32
1,0.3,5,25,75,10,64,1.864864864864865,0.5,0.421875,27,37,21,6,37
1,0.3,5,25,75,25,65,1.8157894736842106,0.47692307692307695,0.4153846153846154,27,38,21,6,38
1,0.3,5,25,75,50,54,1.8125,0.48148148148148145,0.4074074074074074,22,32,18,4,32
1,0.3,10,20,50,10,90,1.456140350877193,0.28888888888888886,0.36666666666666664,33,57,25,8,57
1,0.3,10,20,50,25,82,1.6,0.36585365853658536,0.3902439024390244,32,50,24,8,50
1,0.3,10,20,50,50,64,1.3902439024390243,0.25,0.359375,23,41,17,6,41
1,0.3,10,20,60,10,86,1.4727272727272727,0.3023255813953488,0.36046511627906974,31,55,25,6,55
1,0.3,10,20,60,25,77,1.574468085106383,0.35064935064935066,0.38961038961038963,30,47,22,8,47
1,0.3,10,20,60,50,63,1.3095238095238095,0.20634920634920634,0.3333333333333333,21,42,17,4,42
1,0.3,10,20,75,10,86,1.4727272727272727,0.3023255813953488,0.36046511627906974,31,55,25,6,55
1,0.3,10,20,75,25,77,1.574468085106383,0.35064935064935066,0.38961038961038963,30,47,22,8,47
1,0.3,10,20,75,50,63,1.3095238095238095,0.20634920634920634,0.3333333333333333,21,42,17,4,42
1,0.3,10,25,50,10,90,1.456140350877193,0.28888888888888886,0.36666666666666664,33,57,25,8,57
1,0.3,10,25,50,25,82,1.6,0.36585365853658536,0.3902439024390244,32,50,24,8,50
1,0.3,10,25,50,50,64,1.3902439024390243,0.25,0.359375,23,41,17,6,41
1,0.3,10,25,60,10,85,1.3392857142857142,0.2235294117647059,0.3411764705882353,29,56,23,6,56
1,0.3,10,25,60,25,76,1.4583333333333333,0.2894736842105263,0.3684210526315789,28,48,21,7,48
1,0.3,10,25,60,50,63,1.1590909090909092,0.1111111111111111,0.30158730158730157,19,44,16,3,44
1,0.3,10,25,75,10,85,1.3392857142857142,0.2235294117647059,0.3411764705882353,29,56,23,6,56
1,0.3,10,25,75,25,76,1.4583333333333333,0.2894736842105263,0.3684210526315789,28,48,21,7,48
1,0.3,10,25,75,50,63,1.1590909090909092,0.1111111111111111,0.30158730158730157,19,44,16,3,44
1,0.3,20,20,50,10,94,1.5714285714285714,0.3404255319148936,0.40425531914893614,38,56,25,13,56
1,0.3,20,20,50,25,86,1.588235294117647,0.3488372093023256,0.4069767441860465,35,51,23,12,51
1,0.3,20,20,50,50,65,1.475,0.2923076923076923,0.38461538461538464,25,40,17,8,40
1,0.3,20,20,60,10,90,1.509090909090909,0.3111111111111111,0.3888888888888889,35,55,24,11,55
1,0.3,20,20,60,25,82,1.3396226415094339,0.21951219512195122,0.35365853658536583,29,53,21,8,53
1,0.3,20,20,60,50,63,1.2619047619047619,0.1746031746031746,0.3333333333333333,21,42,16,5,42
1,0.3,20,20,75,10,90,1.509090909090909,0.3111111111111111,0.3888888888888889,35,55,24,11,55
1,0.3,20,20,75,25,82,1.3396226415094339,0.21951219512195122,0.35365853658536583,29,53,21,8,53
1,0.3,20,20,75,50,63,1.2619047619047619,0.1746031746031746,0.3333333333333333,21,42,16,5,42
1,0.3,20,25,50,10,94,1.5714285714285714,0.3404255319148936,0.40425531914893614,38,56,25,13,56
1,0.3,20,25,50,25,86,1.588235294117647,0.3488372093023256,0.4069767441860465,35,51,23,12,51
1,0.3,20,25,50,50,65,1.475,0.2923076923076923,0.38461538461538464,25,40,17,8,40
1,0.3,20,25,60,10,88,1.4285714285714286,0.2727272727272727,0.36363636363636365,32,56,24,8,56
1,0.3,20,25,60,25,81,1.4423076923076923,0.2839506172839506,0.35802469135802467,29,52,23,6,52
1,0.3,20,25,60,50,60,1.3,0.2,0.3333333333333333,20,40,16,4,40
1,0.3,20,25,75,10,88,1.4285714285714286,0.2727272727272727,0.36363636363636365,32,56,24,8,56
1,0.3,20,25,75,25,81,1.4423076923076923,0.2839506172839506,0.35802469135802467,29,52,23,6,52
1,0.3,20,25,75,50,60,1.3,0.2,0.3333333333333333,20,40,16,4,40
1,0.5,5,20,50,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,20,50,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,20,50,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,5,20,60,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,20,60,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,20,60,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,5,20,75,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,20,75,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,20,75,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,5,25,50,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,25,50,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,25,50,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,5,25,60,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,25,60,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,25,60,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,5,25,75,10,50,1.7741935483870968,0.48,0.38,19,31,18,1,31
1,0.5,5,25,75,25,49,1.8333333333333333,0.5102040816326531,0.3877551020408163,19,30,18,1,30
1,0.5,5,25,75,50,44,2.0,0.5909090909090909,0.4090909090909091,18,26,17,1,26
1,0.5,10,20,50,10,69,1.9487179487179487,0.5362318840579711,0.43478260869565216,30,39,23,7,39
1,0.5,10,20,50,25,71,1.6136363636363635,0.38028169014084506,0.38028169014084506,27,44,22,5,44
1,0.5,10,20,50,50,59,1.435897435897436,0.288135593220339,0.3389830508474576,20,39,18,2,39
1,0.5,10,20,60,10,68,1.8717948717948718,0.5,0.4264705882352941,29,39,22,7,39
1,0.5,10,20,60,25,70,1.5454545454545454,0.34285714285714286,0.37142857142857144,26,44,21,5,44
1,0.5,10,20,60,50,59,1.435897435897436,0.288135593220339,0.3389830508474576,20,39,18,2,39
1,0.5,10,20,75,10,68,1.8717948717948718,0.5,0.4264705882352941,29,39,22,7,39
1,0.5,10,20,75,25,70,1.5454545454545454,0.34285714285714286,0.37142857142857144,26,44,21,5,44
1,0.5,10,20,75,50,59,1.435897435897436,0.288135593220339,0.3389830508474576,20,39,18,2,39
1,0.5,10,25,50,10,69,1.9487179487179487,0.5362318840579711,0.43478260869565216,30,39,23,7,39
1,0.5,10,25,50,25,71,1.6136363636363635,0.38028169014084506,0.38028169014084506,27,44,22,5,44
1,0.5,10,25,50,50,59,1.435897435897436,0.288135593220339,0.3389830508474576,20,39,18,2,39
1,0.5,10,25,60,10,69,1.7560975609756098,0.4492753623188406,0.4057971014492754,28,41,22,6,41
1,0.5,10,25,60,25,70,1.488888888888889,0.3142857142857143,0.35714285714285715,25,45,21,4,45
1,0.5,10,25,60,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,0.5,10,25,75,10,69,1.7560975609756098,0.4492753623188406,0.4057971014492754,28,41,22,6,41
1,0.5,10,25,75,25,70,1.488888888888889,0.3142857142857143,0.35714285714285715,25,45,21,4,45
1,0.5,10,25,75,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,0.5,20,20,50,10,84,1.64,0.38095238095238093,0.40476190476190477,34,50,24,10,50
1,0.5,20,20,50,25,77,1.8409090909090908,0.4805194805194805,0.42857142857142855,33,44,24,9,44
1,0.5,20,20,50,50,62,1.4736842105263157,0.2903225806451613,0.3870967741935484,24,38,16,8,38
1,0.5,20,20,60,10,81,1.5918367346938775,0.35802469135802467,0.3950617283950617,32,49,23,9,49
1,0.5,20,20,60,25,75,1.5869565217391304,0.36,0.38666666666666666,29,46,22,7,46
1,0.5,20,20,60,50,60,1.358974358974359,0.23333333333333334,0.35,21,39,16,5,39
1,0.5,20,20,75,10,81,1.5918367346938775,0.35802469135802467,0.3950617283950617,32,49,23,9,49
1,0.5,20,20,75,25,75,1.5869565217391304,0.36,0.38666666666666666,29,46,22,7,46
1,0.5,20,20,75,50,60,1.358974358974359,0.23333333333333334,0.35,21,39,16,5,39
1,0.5,20,25,50,10,84,1.64,0.38095238095238093,0.40476190476190477,34,50,24,10,50
1,0.5,20,25,50,25,77,1.8409090909090908,0.4805194805194805,0.42857142857142855,33,44,24,9,44
1,0.5,20,25,50,50,62,1.4736842105263157,0.2903225806451613,0.3870967741935484,24,38,16,8,38
1,0.5,20,25,60,10,80,1.48,0.3,0.375,30,50,22,8,50
1,0.5,20,25,60,25,73,1.6590909090909092,0.3972602739726027,0.3972602739726027,29,44,22,7,44
1,0.5,20,25,60,50,57,1.4722222222222223,0.2982456140350877,0.3684210526315789,21,36,16,5,36
1,0.5,20,25,75,10,80,1.48,0.3,0.375,30,50,22,8,50
1,0.5,20,25,75,25,73,1.6590909090909092,0.3972602739726027,0.3972602739726027,29,44,22,7,44
1,0.5,20,25,75,50,57,1.4722222222222223,0.2982456140350877,0.3684210526315789,21,36,16,5,36
1,0.7,5,20,50,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,50,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,50,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,5,20,60,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,60,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,60,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,5,20,75,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,75,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,20,75,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,5,25,50,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,50,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,50,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,5,25,60,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,60,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,60,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,5,25,75,10,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,75,25,34,1.6363636363636365,0.4117647058823529,0.35294117647058826,12,22,12,0,22
1,0.7,5,25,75,50,32,1.5714285714285714,0.375,0.34375,11,21,11,0,21
1,0.7,10,20,50,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,20,50,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,20,50,50,54,1.5142857142857142,0.3333333333333333,0.35185185185185186,19,35,17,2,35
1,0.7,10,20,60,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,20,60,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,20,60,50,54,1.5142857142857142,0.3333333333333333,0.35185185185185186,19,35,17,2,35
1,0.7,10,20,75,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,20,75,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,20,75,50,54,1.5142857142857142,0.3333333333333333,0.35185185185185186,19,35,17,2,35
1,0.7,10,25,50,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,25,50,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,25,50,50,54,1.5142857142857142,0.3333333333333333,0.35185185185185186,19,35,17,2,35
1,0.7,10,25,60,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,25,60,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,25,60,50,53,1.5588235294117647,0.3584905660377358,0.3584905660377358,19,34,17,2,34
1,0.7,10,25,75,10,60,1.4615384615384615,0.3,0.35,21,39,18,3,39
1,0.7,10,25,75,25,59,1.3846153846153846,0.2542372881355932,0.3389830508474576,20,39,17,3,39
1,0.7,10,25,75,50,53,1.5588235294117647,0.3584905660377358,0.3584905660377358,19,34,17,2,34
1,0.7,20,20,50,10,78,1.6382978723404256,0.38461538461538464,0.3974358974358974,31,47,23,8,47
1,0.7,20,20,50,25,69,2.026315789473684,0.5652173913043478,0.4492753623188406,31,38,23,8,38
1,0.7,20,20,50,50,61,1.2195121951219512,0.14754098360655737,0.32786885245901637,20,41,15,5,41
1,0.7,20,20,60,10,74,1.7272727272727273,0.43243243243243246,0.40540540540540543,30,44,23,7,44
1,0.7,20,20,60,25,67,1.9736842105263157,0.5522388059701493,0.43283582089552236,29,38,23,6,38
1,0.7,20,20,60,50,60,1.3,0.2,0.3333333333333333,20,40,16,4,40
1,0.7,20,20,75,10,74,1.7272727272727273,0.43243243243243246,0.40540540540540543,30,44,23,7,44
1,0.7,20,20,75,25,67,1.9736842105263157,0.5522388059701493,0.43283582089552236,29,38,23,6,38
1,0.7,20,20,75,50,60,1.3,0.2,0.3333333333333333,20,40,16,4,40
1,0.7,20,25,50,10,78,1.6382978723404256,0.38461538461538464,0.3974358974358974,31,47,23,8,47
1,0.7,20,25,50,25,69,2.026315789473684,0.5652173913043478,0.4492753623188406,31,38,23,8,38
1,0.7,20,25,50,50,61,1.2195121951219512,0.14754098360655737,0.32786885245901637,20,41,15,5,41
1,0.7,20,25,60,10,73,1.6,0.3698630136986301,0.3835616438356164,28,45,22,6,45
1,0.7,20,25,60,25,66,1.8205128205128205,0.48484848484848486,0.4090909090909091,27,39,22,5,39
1,0.7,20,25,60,50,57,1.2307692307692308,0.15789473684210525,0.3157894736842105,18,39,15,3,39
1,0.7,20,25,75,10,73,1.6,0.3698630136986301,0.3835616438356164,28,45,22,6,45
1,0.7,20,25,75,25,66,1.8205128205128205,0.48484848484848486,0.4090909090909091,27,39,22,5,39
1,0.7,20,25,75,50,57,1.2307692307692308,0.15789473684210525,0.3157894736842105,18,39,15,3,39
1,1.0,5,20,50,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,50,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,50,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,60,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,60,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,60,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,75,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,75,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,20,75,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,50,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,50,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,50,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,60,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,60,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,60,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,75,10,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,75,25,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,5,25,75,50,9,1.5,0.3333333333333333,0.3333333333333333,3,6,3,0,6
1,1.0,10,20,50,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,20,50,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,20,50,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,10,20,60,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,20,60,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,20,60,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,10,20,75,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,20,75,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,20,75,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,10,25,50,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,25,50,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,25,50,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,10,25,60,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,25,60,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,25,60,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,10,25,75,10,53,1.2972972972972974,0.20754716981132076,0.3018867924528302,16,37,16,0,37
1,1.0,10,25,75,25,52,1.3333333333333333,0.23076923076923078,0.3076923076923077,16,36,16,0,36
1,1.0,10,25,75,50,45,1.5,0.3333333333333333,0.3333333333333333,15,30,15,0,30
1,1.0,20,20,50,10,70,1.6666666666666667,0.4,0.4,28,42,21,7,42
1,1.0,20,20,50,25,61,1.8285714285714285,0.47540983606557374,0.4262295081967213,26,35,19,7,35
1,1.0,20,20,50,50,59,1.325,0.22033898305084745,0.3220338983050847,19,40,17,2,40
1,1.0,20,20,60,10,67,1.6097560975609757,0.373134328358209,0.3880597014925373,26,41,20,6,41
1,1.0,20,20,60,25,62,1.631578947368421,0.3870967741935484,0.3870967741935484,24,38,19,5,38
1,1.0,20,20,60,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,1.0,20,20,75,10,67,1.6097560975609757,0.373134328358209,0.3880597014925373,26,41,20,6,41
1,1.0,20,20,75,25,62,1.631578947368421,0.3870967741935484,0.3870967741935484,24,38,19,5,38
1,1.0,20,20,75,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,1.0,20,25,50,10,70,1.6666666666666667,0.4,0.4,28,42,21,7,42
1,1.0,20,25,50,25,61,1.8285714285714285,0.47540983606557374,0.4262295081967213,26,35,19,7,35
1,1.0,20,25,50,50,59,1.325,0.22033898305084745,0.3220338983050847,19,40,17,2,40
1,1.0,20,25,60,10,67,1.6097560975609757,0.373134328358209,0.3880597014925373,26,41,20,6,41
1,1.0,20,25,60,25,62,1.631578947368421,0.3870967741935484,0.3870967741935484,24,38,19,5,38
1,1.0,20,25,60,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,1.0,20,25,75,10,67,1.6097560975609757,0.373134328358209,0.3880597014925373,26,41,20,6,41
1,1.0,20,25,75,25,62,1.631578947368421,0.3870967741935484,0.3870967741935484,24,38,19,5,38
1,1.0,20,25,75,50,58,1.4736842105263157,0.3103448275862069,0.3448275862068966,20,38,18,2,38
1,1.5,5,20,50,10,0,,,,0,0,0,0,0
1,1.5,5,20,50,25,0,,,,0,0,0,0,0
1,1.5,5,20,50,50,0,,,,0,0,0,0,0
1,1.5,5,20,60,10,0,,,,0,0,0,0,0
1,1.5,5,20,60,25,0,,,,0,0,0,0,0
1,1.5,5,20,60,50,0,,,,0,0,0,0,0
1,1.5,5,20,75,10,0,,,,0,0,0,0,0
1,1.5,5,20,75,25,0,,,,0,0,0,0,0
1,1.5,5,20,75,50,0,,,,0,0,0,0,0
1,1.5,5,25,50,10,0,,,,0,0,0,0,0
1,1.5,5,25,50,25,0,,,,0,0,0,0,0
1,1.5,5,25,50,50,0,,,,0,0,0,0,0
1,1.5,5,25,60,10,0,,,,0,0,0,0,0
1,1.5,5,25,60,25,0,,,,0,0,0,0,0
1,1.5,5,25,60,50,0,,,,0,0,0,0,0
1,1.5,5,25,75,10,0,,,,0,0,0,0,0
1,1.5,5,25,75,25,0,,,,0,0,0,0,0
1,1.5,5,25,75,50,0,,,,0,0,0,0,0
1,1.5,10,20,50,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,20,50,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,20,50,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,10,20,60,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,20,60,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,20,60,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,10,20,75,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,20,75,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,20,75,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,10,25,50,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,25,50,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,25,50,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,10,25,60,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,25,60,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,25,60,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,10,25,75,10,24,1.0,0.0,0.25,6,18,6,0,18
1,1.5,10,25,75,25,23,0.8333333333333334,-0.13043478260869565,0.21739130434782608,5,18,5,0,18
1,1.5,10,25,75,50,22,0.8823529411764706,-0.09090909090909091,0.22727272727272727,5,17,5,0,17
1,1.5,20,20,50,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,20,50,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,20,50,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
1,1.5,20,20,60,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,20,60,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,20,60,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
1,1.5,20,20,75,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,20,75,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,20,75,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
1,1.5,20,25,50,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,25,50,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,25,50,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
1,1.5,20,25,60,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,25,60,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,25,60,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
1,1.5,20,25,75,10,60,1.1395348837209303,0.1,0.2833333333333333,17,43,16,1,43
1,1.5,20,25,75,25,57,1.225,0.15789473684210525,0.2982456140350877,17,40,16,1,40
1,1.5,20,25,75,50,49,1.393939393939394,0.2653061224489796,0.32653061224489793,16,33,15,1,33
2,0.3,5,20,50,10,96,2.0943396226415096,0.6041666666666666,0.4479166666666667,43,53,34,9,53
2,0.3,5,20,50,25,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,20,50,50,79,2.0,0.569620253164557,0.43037974683544306,34,45,28,6,45
2,0.3,5,20,60,10,96,2.0943396226415096,0.6041666666666666,0.4479166666666667,43,53,34,9,53
2,0.3,5,20,60,25,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,20,60,50,79,2.0,0.569620253164557,0.43037974683544306,34,45,28,6,45
2,0.3,5,20,75,10,96,2.0943396226415096,0.6041666666666666,0.4479166666666667,43,53,34,9,53
2,0.3,5,20,75,25,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,20,75,50,79,2.0,0.569620253164557,0.43037974683544306,34,45,28,6,45
2,0.3,5,25,50,10,96,2.0943396226415096,0.6041666666666666,0.4479166666666667,43,53,34,9,53
2,0.3,5,25,50,25,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,25,50,50,79,2.0,0.569620253164557,0.43037974683544306,34,45,28,6,45
2,0.3,5,25,60,10,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,25,60,25,96,2.1320754716981134,0.625,0.4479166666666667,43,53,35,8,53
2,0.3,5,25,60,50,80,2.0,0.575,0.425,34,46,29,5,46
2,0.3,5,25,75,10,97,2.0925925925925926,0.6082474226804123,0.44329896907216493,43,54,35,8,54
2,0.3,5,25,75,25,96,2.1320754716981134,0.625,0.4479166666666667,43,53,35,8,53
2,0.3,5,25,75,50,80,2.0,0.575,0.425,34,46,29,5,46
2,0.3,10,20,50,10,139,1.4886363636363635,0.30935251798561153,0.3669064748201439,51,88,40,11,88
2,0.3,10,20,50,25,126,1.5384615384615385,0.3333333333333333,0.38095238095238093,48,78,36,12,78
2,0.3,10,20,50,50,97,1.5081967213114753,0.31958762886597936,0.3711340206185567,36,61,28,8,61
2,0.3,10,20,60,10,133,1.5357142857142858,0.3383458646616541,0.3684210526315789,49,84,40,9,84
2,0.3,10,20,60,25,119,1.5616438356164384,0.3445378151260504,0.3865546218487395,46,73,34,12,73
2,0.3,10,20,60,50,94,1.3870967741935485,0.2553191489361702,0.3404255319148936,32,62,27,5,62
2,0.3,10,20,75,10,133,1.5357142857142858,0.3383458646616541,0.3684210526315789,49,84,40,9,84
2,0.3,10,20,75,25,119,1.5616438356164384,0.3445378151260504,0.3865546218487395,46,73,34,12,73
2,0.3,10,20,75,50,94,1.3870967741935485,0.2553191489361702,0.3404255319148936,32,62,27,5,62
2,0.3,10,25,50,10,139,1.4886363636363635,0.30935251798561153,0.3669064748201439,51,88,40,11,88
