trade_id,symbol,dir,ts_open_utc,ts_close_utc,entry,sl,tp,lots,exit_reason,gross_pnl,commission,swap,net_pnl,r_multiple,swept_level,sweep_side,target_mode,fill_depth
1,XAUUSD,short,1680526960,1680528700,1977.77,1979.23,1974.85,0.68,tp_hit,198.56,-0.94,0.0,197.62,2.0,1966.44,1,RR,0.0
2,XAUUSD,short,1680613700,1680613940,1985.38,1986.21,1983.71,1.22,sl_hit,-101.26,-1.7,0.0,-102.96000000000001,-1.0,1985.26,1,RR,0.0
3,XAUUSD,short,1680703240,1680703259,2030.89,2032.2,2028.27,0.77,tp_hit,201.74,-1.09,0.0,200.65,2.0000000000001736,0.0,0,RR,0.0
4,XAUUSD,long,1680789280,1680789400,2006.77,2003.82,2012.67,0.34,sl_hit,-100.3,-0.48,0.0,-100.78,-1.0,2007.95,-1,RR,0.0
5,XAUUSD,long,1681134220,1681134260,1989.64,1986.6,1995.71,0.33,sl_hit,-100.32,-0.46,0.0,-100.77999999999999,-1.0,1988.81,-1,RR,0.0
6,XAUUSD,short,1681304560,1681304579,2022.08,2023.13,2019.98,0.96,sl_hit,-100.8,-1.3599999999999999,0.0,-102.16,-1.0,0.0,0,RR,0.0
7,XAUUSD,short,1681391800,1681394200,2043.53,2045.87,2038.86,0.42,sl_hit,-98.28,-0.6,0.0,-98.88,-1.0,2029.19,1,RR,0.0
8,XAUUSD,long,1681477360,1681477420,2025.27,2023.9,2028.01,0.72,sl_hit,-98.64,-1.02,0.0,-99.66,-1.0,2031.78,-1,RR,0.0
9,XAUUSD,long,1681740100,1681740940,1995.47,1991.9,2002.6,0.27,sl_hit,-96.39,-0.38,0.0,-96.77,-1.0,1995.44,-1,RR,0.0
10,XAUUSD,long,1681825460,1681825600,1992.88,1991.05,1996.54,0.52,tp_hit,190.32,-0.73,0.0,189.59,1.9999999999997515,1993.3,-1,RR,0.0
11,XAUUSD,long,1682085880,1682086420,1973.35,1971.26,1977.53,0.47,tp_hit,196.46,-0.65,0.0,195.81,2.000000000000109,1981.86,-1,RR,0.0
12,XAUUSD,long,1682344480,1682346520,1976.1,1973.85,1980.6,0.44,tp_hit,198.0,-0.61,0.0,197.39,2.0,1977.68,-1,RR,0.0
13,XAUUSD,long,1682433280,1682443000,1986.19,1983.18,1992.21,0.34,tp_hit,204.68,-0.47,0.0,204.21,2.0,1986.85,-1,RR,0.0
14,XAUUSD,short,1682516000,1682517880,2006.62,2009.57,2000.73,0.35,tp_hit,206.15,-0.49,0.0,205.66,1.9966101694914515,2002.41,1,RR,0.0
15,XAUUSD,long,1682600560,1682600740,1987.19,1985.36,1990.84,0.58,sl_hit,-106.14,-0.81,0.0,-106.95,-1.0,1989.47,-1,RR,0.0
16,XAUUSD,short,1682693500,1682693960,1988.51,1993.16,1979.22,0.22,sl_hit,-102.3,-0.31,0.0,-102.61,-1.0,1991.43,1,RR,0.0
17,XAUUSD,short,1682946700,1682948020,2004.45,2006.15,2001.04,0.61,tp_hit,208.01,-0.85,0.0,207.16,2.005882352941171,1987.36,1,RR,0.0
18,XAUUSD,short,1683032800,1683032860,1985.9,1986.63,1984.43,1.45,sl_hit,-105.85,-2.02,0.0,-107.86999999999999,-1.0,1985.73,1,RR,0.0
19,XAUUSD,long,1683122380,1683122440,2013.77,2012.28,2016.76,0.7,tp_hit,209.3,-0.99,0.0,208.31,2.006711409395967,2012.65,-1,RR,0.0
20,XAUUSD,short,1683211060,1683211480,2056.6,2058.55,2052.71,0.55,sl_hit,-107.25,-0.79,0.0,-108.04,-1.0,2057.02,1,RR,0.0
21,XAUUSD,long,1683292300,1683292360,2010.33,2007.94,2015.1,0.44,sl_hit,-105.16,-0.62,0.0,-105.78,-1.0,2038.78,-1,RR,0.0
22,XAUUSD,short,1683557260,1683559720,2025.41,2026.86,2022.5,0.72,sl_hit,-104.4,-1.02,0.0,-105.42,-1.0,2023.91,1,RR,0.0
23,XAUUSD,short,1683641260,1683648880,2028.54,2030.63,2024.36,0.49,sl_hit,-102.41,-0.7,0.0,-103.11,-1.0,2027.75,1,RR,0.0
24,XAUUSD,short,1683723740,1683724180,2044.12,2046.88,2038.59,0.37,tp_hit,204.61,-0.53,0.0,204.08,2.0036231884056286,2038.17,1,RR,0.0
25,XAUUSD,short,1683898000,1683899260,2017.69,2020.29,2012.48,0.4,sl_hit,-104.0,-0.57,0.0,-104.57,-1.0,2017.54,1,RR,0.0
26,XAUUSD,short,1684159660,1684160380,2020.42,2022.31,2016.64,0.55,tp_hit,207.9,-0.78,0.0,207.12,2.0000000000001203,2020.86,1,RR,0.0
27,XAUUSD,long,1684249240,1684249600,2002.69,2001.81,2004.44,1.21,sl_hit,-106.48,-1.7,0.0,-108.18,-1.0,2002.53,-1,RR,0.0
28,XAUUSD,long,1684415320,1684415560,1966.83,1965.29,1969.91,0.68,sl_hit,-104.72,-0.94,0.0,-105.66,-1.0,1972.13,-1,RR,0.0
29,XAUUSD,short,1684509880,1684510160,1973.11,1976.93,1965.47,0.27,sl_hit,-103.14,-0.37,0.0,-103.51,-1.0,1968.7,1,RR,0.0
30,XAUUSD,long,1684765000,1684765480,1971.52,1970.06,1974.44,0.7,sl_hit,-102.2,-0.97,0.0,-103.17,-1.0,1971.19,-1,RR,0.0
31,XAUUSD,long,1685022220,1685022560,1944.74,1943.18,1947.86,0.65,tp_hit,202.8,-0.89,0.0,201.91000000000003,2.0,1954.86,-1,RR,0.0
32,XAUUSD,short,1685540520,1685540540,1964.49,1965.51,1962.46,1.02,sl_hit,-104.04,-1.4,0.0,-105.44000000000001,-1.0,1964.94,1,RR,0.0
33,XAUUSD,short,1685625020,1685625460,1969.61,1971.19,1966.46,0.65,tp_hit,204.75,-0.89,0.0,203.86,1.993670886075668,1967.46,1,RR,0.0
34,XAUUSD,long,1685713060,1685713240,1970.93,1968.8,1975.19,0.49,sl_hit,-104.37,-0.68,0.0,-105.05000000000001,-1.0,1974.0,-1,RR,0.0
35,XAUUSD,short,1685975200,1685989120,1958.77,1962.2,1951.9,0.3,sl_hit,-102.9,-0.41,0.0,-103.31,-1.0,1949.46,1,RR,0.0
36,XAUUSD,short,1686146560,1686147440,1967.95,1970.41,1963.03,0.41,tp_hit,201.72,-0.56,0.0,201.16,2.0,1966.63,1,RR,0.0
37,XAUUSD,short,1686229480,1686230680,1958.05,1960.07,1954.0,0.51,sl_hit,-103.02,-0.7,0.0,-103.72,-1.0,1949.12,1,RR,0.0
38,XAUUSD,long,1686578980,1686582580,1951.37,1948.93,1956.25,0.42,tp_hit,204.96,-0.58,0.0,204.38,2.0000000000001865,1954.24,-1,RR,0.0
39,XAUUSD,short,1686661760,1686662380,1964.23,1966.14,1960.42,0.55,tp_hit,209.55,-0.75,0.0,208.8,1.994764397905645,1965.28,1,RR,0.0
40,XAUUSD,short,1686748180,1686748400,1956.13,1957.47,1953.45,0.8,sl_hit,-107.2,-1.1,0.0,-108.3,-1.0,1951.53,1,RR,0.0
41,XAUUSD,long,1687266340,1687266400,1943.62,1942.34,1946.19,0.83,sl_hit,-106.24,-1.13,0.0,-107.36999999999999,-1.0,1945.06,-1,RR,0.0
42,XAUUSD,long,1687354660,1687354679,1927.13,1925.42,1930.55,0.62,sl_hit,-106.02,-0.84,0.0,-106.86,-1.0,0.0,0,RR,0.0
43,XAUUSD,long,1687442200,1687443500,1921.66,1918.78,1927.42,0.36,sl_hit,-103.68,-0.48,0.0,-104.16000000000001,-1.0,1924.87,-1,RR,0.0
44,XAUUSD,short,1687526680,1687526740,1932.72,1933.76,1930.64,0.99,sl_hit,-102.96,-1.34,0.0,-104.3,-1.0,1920.04,1,RR,0.0
45,XAUUSD,long,1687788040,1687793000,1923.6,1921.33,1928.13,0.45,tp_hit,203.85,-0.61,0.0,203.23999999999998,1.9955947136564918,1922.22,-1,RR,0.0
46,XAUUSD,short,1687873180,1687874440,1928.12,1930.82,1922.73,0.38,tp_hit,204.82,-0.51,0.0,204.31,1.9962962962962154,1930.37,1,RR,0.0
47,XAUUSD,long,1687959820,1687960000,1905.95,1904.2,1909.45,0.61,sl_hit,-106.75,-0.81,0.0,-107.56,-1.0,1908.17,-1,RR,0.0
48,XAUUSD,long,1688044240,1688044580,1896.43,1894.83,1899.63,0.66,sl_hit,-105.6,-0.88,0.0,-106.47999999999999,-1.0,1902.48,-1,RR,0.0
49,XAUUSD,short,1688130280,1688130740,1911.7,1912.94,1909.23,0.84,sl_hit,-104.16,-1.12,0.0,-105.28,-1.0,1909.73,1,RR,0.0
