trade_id,symbol,dir,ts_open_utc,ts_close_utc,entry,sl,tp,lots,exit_reason,gross_pnl,commission,swap,net_pnl,r_multiple,bias_ema,rvol,or_width,stop_arm,exit_arm
1,US100.cash,long,1721656000,1721656900,19811.78,19770.93,19852.63,2.44,sl_hit,-99.67,0.0,0.0,-99.67,-1.0,19474.21227743106,1.6115675320407492,96.30000000000291,2,0
2,US100.cash,long,1721744500,1721745220,19868.45,19822.51,19914.39,2.15,sl_hit,-98.77,0.0,0.0,-98.77,-1.0,19486.476501845525,1.6179209113813122,99.0,2,0
3,US100.cash,short,1721915680,1721916040,18936.68,19021.3,18852.06,1.15,tp_hit,97.31,0.0,0.0,97.31,1.0,19482.879000742443,1.3176644009499632,117.70000000000073,2,0
4,US100.cash,short,1722001780,1722002260,18922.03,18966.22,18877.84,2.24,sl_hit,-98.99,0.0,0.0,-98.99,-1.0,19456.917079144703,1.1336883209087683,86.19999999999709,2,0
5,US100.cash,short,1722347220,1722347740,19100.57,19130.78,19070.36,3.24,tp_hit,97.88,0.0,0.0,97.88,1.0,19425.227184554573,1.0513677604202196,63.79999999999927,2,0
6,US100.cash,short,1723040380,1723041880,18322.27,18383.82,18260.72,1.6,sl_hit,-98.48,0.0,0.0,-98.48,-1.0,19234.38347057092,1.0779411764705882,98.79999999999927,2,0
7,US100.cash,short,1723124860,1723125580,18015.51,18106.04,17924.99,1.08,sl_hit,-97.77,0.0,0.0,-97.77,-1.0,19177.13902074461,1.0479371316306483,111.39999999999782,2,0
8,US100.cash,short,1723211200,1723212640,18340.07,18409.61,18270.53,1.3900000000000001,sl_hit,-96.66,0.0,0.0,-96.66,-1.0,19148.759059146785,1.03811394891945,80.79999999999927,2,0
9,US100.cash,long,1724766820,1724768680,19475.45,19424.26,19526.64,1.87,tp_hit,95.73,0.0,0.0,95.73,0.999999999999929,19239.897839541773,1.0200421224267953,84.0,2,0
10,US100.cash,long,1725025540,1725025840,19530.91,19487.0,19574.82,2.2,sl_hit,-96.6,0.0,0.0,-96.6,-1.0,19256.221699227674,1.0049409827065605,61.599999999998545,2,0
11,US100.cash,short,1725458440,1725458560,18803.51,18850.14,18756.88,2.05,sl_hit,-95.59,0.0,0.0,-95.59,-1.0,19266.555977658947,1.0695682210708117,105.40000000000146,2,0
12,US100.cash,short,1725892240,1725892720,18568.26,18612.9,18523.62,2.13,tp_hit,95.08,0.0,0.0,95.08,0.9999999999999185,19202.522572129856,1.0252747252747252,66.89999999999782,2,0
13,US100.cash,short,1725977620,1725978580,18682.01,18731.31,18632.71,1.94,sl_hit,-95.64,0.0,0.0,-95.64,-1.0,19182.18247126202,1.022859461652915,99.39999999999782,2,0
14,US100.cash,short,1726062400,1726064080,18773.3,18834.61,18711.99,1.55,tp_hit,95.03,0.0,0.0,95.03,0.9999999999999407,19167.067472388997,1.0488277336183287,96.5,2,0
15,US100.cash,long,1726150360,1726150840,19271.02,19224.27,19317.77,2.05,tp_hit,95.84,0.0,0.0,95.84,1.0,19169.066787197273,1.0333797863162784,77.70000000000073,2,0
16,US100.cash,long,1726495000,1726495420,19433.71,19392.7,19474.72,2.36,sl_hit,-96.78,0.0,0.0,-96.78,-1.0,19189.692024629243,1.0097573839662448,113.59999999999854,2,0
