symbol,target_type,window,flags,n,settle_rate,win_rate,pf,total_pips,avg_pips,avg_settle_h,med_settle_h,avg_rr,med_rr,avg_dist,pct_timeout
EURUSD,intraday,intra_07-11_4h,CLU|tier,331,100.0,100.0,10399100.0,10399.0,31.4,7.6,9.0,0.42,0.33,31.4,0.0
EURUSD,intraday,intra_14-18_4h,EMA+CLU|tier,233,99.6,100.0,9892800.0,9893.0,42.5,12.7,15.0,0.52,0.67,42.6,0.4
EURUSD,intraday,intra_13-17_4h,EMA+CLU|tier,230,99.6,100.0,8981000.0,8981.0,39.0,11.8,13.2,0.47,0.33,39.2,0.4
EURUSD,intraday,intra_07-10_3h,CLU|tier,290,100.0,100.0,8329800.0,8330.0,28.7,6.5,7.8,0.4,0.33,28.7,0.0
EURUSD,intraday,intra_12-16_4h,EMA+CLU|tier,204,99.5,100.0,7777000.0,7777.0,38.1,11.7,12.8,0.47,0.33,38.2,0.5
EURUSD,intraday,intra_10-13_3h,H4+CLU|tier,212,100.0,100.0,7713700.0,7714.0,36.4,9.1,10.5,0.45,0.33,36.4,0.0
EURUSD,intraday,intra_10-13_3h,H4+CLU|1:2,212,100.0,100.0,7713700.0,7714.0,36.4,9.1,10.5,0.5,0.5,36.4,0.0
EURUSD,intraday,intra_07-11_4h,CLU+LLR|tier,235,100.0,100.0,7287400.0,7287.0,31.0,7.8,9.2,0.42,0.33,31.0,0.0
EURUSD,intraday,intra_07-11_4h,CLU+LLR|1:2,235,100.0,100.0,7287400.0,7287.0,31.0,7.8,9.2,0.5,0.5,31.0,0.0
EURUSD,intraday,intra_08-11_3h,CLU+LLR|tier,234,100.0,100.0,7251900.0,7252.0,31.0,7.8,9.2,0.42,0.33,31.0,0.0
EURUSD,intraday,intra_14-18_4h,EMA+CLU+LLR|tier,169,99.4,100.0,7148300.0,7148.0,42.3,12.8,15.4,0.52,0.67,42.4,0.6
EURUSD,intraday,intra_12-18_6h,EMA+H4+CLU|tier,164,100.0,100.0,7058700.0,7059.0,43.0,12.1,13.6,0.53,0.67,43.0,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4+CLU|tier,154,100.0,100.0,6950500.0,6950.0,45.1,12.6,14.8,0.53,0.67,45.1,0.0
EURUSD,intraday,intra_14-18_4h,EMA+H4+CLU|tier,149,100.0,100.0,6810500.0,6811.0,45.7,12.7,15.0,0.54,0.67,45.7,0.0
EURUSD,intraday,intra_13-17_4h,EMA+CLU+LLR|tier,172,99.4,100.0,6437700.0,6438.0,37.4,11.8,13.0,0.46,0.33,37.6,0.6
EURUSD,intraday,intra_08-11_3h,H4+CLU|tier,190,100.0,100.0,6378100.0,6378.0,33.6,7.3,9.0,0.43,0.33,33.6,0.0
EURUSD,intraday,intra_08-11_3h,H4+CLU|1:1.5,190,100.0,100.0,6378100.0,6378.0,33.6,7.3,9.0,0.67,0.67,33.6,0.0
EURUSD,intraday,intra_08-11_3h,H4+CLU|1:2,190,100.0,100.0,6378100.0,6378.0,33.6,7.3,9.0,0.5,0.5,33.6,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4+CLU|tier,148,100.0,100.0,6280900.0,6281.0,42.4,11.9,13.5,0.5,0.33,42.4,0.0
EURUSD,intraday,intra_07-11_4h,H4+CLU|tier,178,100.0,100.0,6109600.0,6110.0,34.3,7.4,9.1,0.43,0.33,34.3,0.0
EURUSD,intraday,intra_07-11_4h,H4+CLU|1:2,178,100.0,100.0,6109600.0,6110.0,34.3,7.4,9.1,0.5,0.5,34.3,0.0
EURUSD,intraday,intra_10-13_3h,EMA+CLU|tier,171,100.0,100.0,6012400.0,6012.0,35.2,9.1,10.5,0.44,0.33,35.2,0.0
EURUSD,intraday,intra_00-06_6h,CLU|tier,202,100.0,100.0,5836500.0,5837.0,28.9,3.2,3.2,0.4,0.33,28.9,0.0
EURUSD,intraday,intra_00-06_6h,CLU|1:2,202,100.0,100.0,5836500.0,5837.0,28.9,3.2,3.2,0.5,0.5,28.9,0.0
EURUSD,intraday,intra_07-10_3h,CLU+LLR|tier,196,100.0,100.0,5653200.0,5653.0,28.8,6.6,8.0,0.4,0.33,28.8,0.0
EURUSD,intraday,intra_07-10_3h,CLU+LLR|1:2,196,100.0,100.0,5653200.0,5653.0,28.8,6.6,8.0,0.5,0.5,28.8,0.0
EURUSD,intraday,intra_12-16_4h,EMA+H4+CLU|tier,136,100.0,100.0,5533800.0,5534.0,40.7,11.7,13.1,0.5,0.33,40.7,0.0
EURUSD,intraday,intra_08-10_2h,CLU+LLR|tier,194,100.0,100.0,5529500.0,5529.0,28.5,6.6,8.0,0.41,0.33,28.5,0.0
EURUSD,intraday,intra_08-10_2h,CLU+LLR|1:2,194,100.0,100.0,5529500.0,5529.0,28.5,6.6,8.0,0.5,0.5,28.5,0.0
EURUSD,intraday,intra_10-13_3h,H4+CLU+LLR|tier,144,100.0,100.0,5419000.0,5419.0,37.6,9.2,10.5,0.46,0.33,37.6,0.0
EURUSD,intraday,intra_10-13_3h,H4+CLU+LLR|1:2,144,100.0,100.0,5419000.0,5419.0,37.6,9.2,10.5,0.5,0.5,37.6,0.0
EURUSD,intraday,intra_12-16_4h,EMA+CLU+LLR|tier,146,99.3,100.0,5405500.0,5406.0,37.0,11.6,12.5,0.45,0.33,37.1,0.7
EURUSD,intraday,intra_08-10_2h,H4+CLU|tier,167,100.0,100.0,5216300.0,5216.0,31.2,6.1,6.0,0.43,0.33,31.2,0.0
EURUSD,intraday,intra_08-10_2h,H4+CLU|1:1.5,167,100.0,100.0,5216300.0,5216.0,31.2,6.1,6.0,0.67,0.67,31.2,0.0
EURUSD,intraday,intra_08-10_2h,H4+CLU|1:2,167,100.0,100.0,5216300.0,5216.0,31.2,6.1,6.0,0.5,0.5,31.2,0.0
EURUSD,intraday,intra_07-10_3h,H4+CLU|tier,166,100.0,100.0,5182600.0,5183.0,31.2,6.3,6.8,0.42,0.33,31.2,0.0
EURUSD,intraday,intra_07-10_3h,H4+CLU|1:2,166,100.0,100.0,5182600.0,5183.0,31.2,6.3,6.8,0.5,0.5,31.2,0.0
EURUSD,intraday,intra_12-18_6h,EMA+H4+CLU+LLR|tier,118,100.0,100.0,4945300.0,4945.0,41.9,12.1,13.5,0.52,0.33,41.9,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4+CLU+LLR|tier,112,100.0,100.0,4908600.0,4909.0,43.8,12.5,14.1,0.52,0.67,43.8,0.0
EURUSD,intraday,intra_14-18_4h,EMA+H4+CLU+LLR|tier,106,100.0,100.0,4874600.0,4875.0,46.0,12.7,14.9,0.54,0.67,46.0,0.0
EURUSD,intraday,intra_08-11_3h,EMA+CLU|tier,155,100.0,100.0,4750100.0,4750.0,30.6,7.5,9.0,0.42,0.33,30.6,0.0
EURUSD,intraday,intra_08-11_3h,EMA+CLU|1:2,155,100.0,100.0,4750100.0,4750.0,30.6,7.5,9.0,0.5,0.5,30.6,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU|tier,126,100.0,100.0,4671400.0,4671.0,37.1,9.3,10.5,0.46,0.33,37.1,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU|1:1.5,126,100.0,100.0,4671400.0,4671.0,37.1,9.3,10.5,0.67,0.67,37.1,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU|1:2,126,100.0,100.0,4671400.0,4671.0,37.1,9.3,10.5,0.5,0.5,37.1,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4+CLU+LLR|tier,107,100.0,100.0,4464900.0,4465.0,41.7,11.8,13.0,0.49,0.33,41.7,0.0
EURUSD,intraday,intra_08-11_3h,H4+CLU+LLR|tier,130,100.0,100.0,4460100.0,4460.0,34.3,7.4,9.2,0.44,0.33,34.3,0.0
EURUSD,intraday,intra_08-11_3h,H4+CLU+LLR|1:1.5,130,100.0,100.0,4460100.0,4460.0,34.3,7.4,9.2,0.67,0.67,34.3,0.0
EURUSD,intraday,intra_08-11_3h,H4+CLU+LLR|1:2,130,100.0,100.0,4460100.0,4460.0,34.3,7.4,9.2,0.5,0.5,34.3,0.0
EURUSD,intraday,intra_07-11_4h,EMA+CLU|tier,140,100.0,100.0,4453600.0,4454.0,31.8,7.8,9.2,0.42,0.33,31.8,0.0
EURUSD,intraday,intra_07-11_4h,EMA+CLU|1:2,140,100.0,100.0,4453600.0,4454.0,31.8,7.8,9.2,0.5,0.5,31.8,0.0
EURUSD,intraday,intra_10-13_3h,EMA+CLU+LLR|tier,122,100.0,100.0,4361900.0,4362.0,35.8,9.2,10.5,0.44,0.33,35.8,0.0
EURUSD,intraday,intra_07-11_4h,H4+CLU+LLR|tier,126,100.0,100.0,4329100.0,4329.0,34.4,7.4,9.2,0.43,0.33,34.4,0.0
EURUSD,intraday,intra_07-11_4h,H4+CLU+LLR|1:2,126,100.0,100.0,4329100.0,4329.0,34.4,7.4,9.2,0.5,0.5,34.4,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU|tier,132,100.0,100.0,4066700.0,4067.0,30.8,3.3,3.2,0.42,0.33,30.8,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU|1:1,132,100.0,100.0,4066700.0,4067.0,30.8,3.3,3.2,1.0,1.0,30.8,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU|1:1.5,132,100.0,100.0,4066700.0,4067.0,30.8,3.3,3.2,0.67,0.67,30.8,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU|1:2,132,100.0,100.0,4066700.0,4067.0,30.8,3.3,3.2,0.5,0.5,30.8,0.0
EURUSD,intraday,intra_12-16_4h,EMA+H4+CLU+LLR|tier,95,100.0,100.0,3849900.0,3850.0,40.5,11.4,12.2,0.48,0.33,40.5,0.0
EURUSD,intraday,intra_00-06_6h,CLU+LLR|tier,126,100.0,100.0,3684400.0,3684.0,29.2,3.3,3.5,0.4,0.33,29.2,0.0
EURUSD,intraday,intra_00-06_6h,CLU+LLR|1:2,126,100.0,100.0,3684400.0,3684.0,29.2,3.3,3.5,0.5,0.5,29.2,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU|tier,115,100.0,100.0,3641300.0,3641.0,31.7,7.1,8.5,0.42,0.33,31.7,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU|1:1.5,115,100.0,100.0,3641300.0,3641.0,31.7,7.1,8.5,0.67,0.67,31.7,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU|1:2,115,100.0,100.0,3641300.0,3641.0,31.7,7.1,8.5,0.5,0.5,31.7,0.0
EURUSD,intraday,intra_07-10_3h,H4+CLU+LLR|tier,112,100.0,100.0,3542200.0,3542.0,31.6,6.4,7.1,0.42,0.33,31.6,0.0
EURUSD,intraday,intra_07-10_3h,H4+CLU+LLR|1:2,112,100.0,100.0,3542200.0,3542.0,31.6,6.4,7.1,0.5,0.5,31.6,0.0
EURUSD,intraday,intra_08-11_3h,EMA+CLU+LLR|tier,113,100.0,100.0,3541100.0,3541.0,31.3,7.5,9.2,0.42,0.33,31.3,0.0
EURUSD,intraday,intra_08-11_3h,EMA+CLU+LLR|1:2,113,100.0,100.0,3541100.0,3541.0,31.3,7.5,9.2,0.5,0.5,31.3,0.0
EURUSD,intraday,intra_08-10_2h,H4+CLU+LLR|tier,112,100.0,100.0,3519500.0,3520.0,31.4,6.3,6.8,0.43,0.33,31.4,0.0
EURUSD,intraday,intra_08-10_2h,H4+CLU+LLR|1:1.5,112,100.0,100.0,3519500.0,3520.0,31.4,6.3,6.8,0.67,0.67,31.4,0.0
EURUSD,intraday,intra_08-10_2h,H4+CLU+LLR|1:2,112,100.0,100.0,3519500.0,3520.0,31.4,6.3,6.8,0.5,0.5,31.4,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU+LLR|tier,86,100.0,100.0,3428700.0,3429.0,39.9,9.4,10.8,0.48,0.33,39.9,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU+LLR|1:1.5,86,100.0,100.0,3428700.0,3429.0,39.9,9.4,10.8,0.67,0.67,39.9,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+CLU+LLR|1:2,86,100.0,100.0,3428700.0,3429.0,39.9,9.4,10.8,0.5,0.5,39.9,0.0
EURUSD,intraday,intra_08-10_2h,EMA+CLU|tier,126,100.0,100.0,3393000.0,3393.0,26.9,6.2,7.1,0.4,0.33,26.9,0.0
EURUSD,intraday,intra_08-10_2h,EMA+CLU|1:2,126,100.0,100.0,3393000.0,3393.0,26.9,6.2,7.1,0.5,0.5,26.9,0.0
EURUSD,intraday,intra_07-11_4h,EMA+CLU+LLR|tier,104,100.0,100.0,3378800.0,3379.0,32.5,8.0,9.6,0.42,0.33,32.5,0.0
EURUSD,intraday,intra_07-11_4h,EMA+CLU+LLR|1:2,104,100.0,100.0,3378800.0,3379.0,32.5,8.0,9.6,0.5,0.5,32.5,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+CLU|tier,99,100.0,100.0,3323000.0,3323.0,33.6,7.4,9.0,0.43,0.33,33.6,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+CLU|1:2,99,100.0,100.0,3323000.0,3323.0,33.6,7.4,9.0,0.5,0.5,33.6,0.0
EURUSD,intraday,intra_07-10_3h,EMA+CLU|tier,118,100.0,100.0,3250300.0,3250.0,27.5,6.5,7.8,0.39,0.33,27.5,0.0
EURUSD,intraday,intra_07-10_3h,EMA+CLU|1:2,118,100.0,100.0,3250300.0,3250.0,27.5,6.5,7.8,0.5,0.5,27.5,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU+LLR|tier,82,100.0,100.0,2781600.0,2782.0,33.9,7.0,8.9,0.44,0.33,33.9,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU+LLR|1:1.5,82,100.0,100.0,2781600.0,2782.0,33.9,7.0,8.9,0.67,0.67,33.9,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU+LLR|1:2,82,100.0,100.0,2781600.0,2782.0,33.9,7.0,8.9,0.5,0.5,33.9,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU|tier,97,100.0,100.0,2762700.0,2763.0,28.5,5.8,5.5,0.41,0.33,28.5,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU|1:1.5,97,100.0,100.0,2762700.0,2763.0,28.5,5.8,5.5,0.67,0.67,28.5,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU|1:2,97,100.0,100.0,2762700.0,2763.0,28.5,5.8,5.5,0.5,0.5,28.5,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU+LLR|tier,83,100.0,100.0,2598200.0,2598.0,31.3,3.3,3.5,0.42,0.33,31.3,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU+LLR|1:1,83,100.0,100.0,2598200.0,2598.0,31.3,3.3,3.5,1.0,1.0,31.3,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU+LLR|1:1.5,83,100.0,100.0,2598200.0,2598.0,31.3,3.3,3.5,0.67,0.67,31.3,0.0
EURUSD,intraday,intra_00-06_6h,H4+CLU+LLR|1:2,83,100.0,100.0,2598200.0,2598.0,31.3,3.3,3.5,0.5,0.5,31.3,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+CLU|tier,88,100.0,100.0,2594800.0,2595.0,29.5,6.3,6.8,0.41,0.33,29.5,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+CLU|1:2,88,100.0,100.0,2594800.0,2595.0,29.5,6.3,6.8,0.5,0.5,29.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU|tier,85,100.0,100.0,2593600.0,2594.0,30.5,3.2,3.2,0.41,0.33,30.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU|1:1,85,100.0,100.0,2593600.0,2594.0,30.5,3.2,3.2,1.0,1.0,30.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU|1:1.5,85,100.0,100.0,2593600.0,2594.0,30.5,3.2,3.2,0.67,0.67,30.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU|1:2,85,100.0,100.0,2593600.0,2594.0,30.5,3.2,3.2,0.5,0.5,30.5,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+CLU+LLR|tier,72,100.0,100.0,2583300.0,2583.0,35.9,7.5,9.4,0.44,0.33,35.9,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+CLU+LLR|1:2,72,100.0,100.0,2583300.0,2583.0,35.9,7.5,9.4,0.5,0.5,35.9,0.0
EURUSD,intraday,intra_07-10_3h,EMA+CLU+LLR|tier,87,100.0,100.0,2491200.0,2491.0,28.6,6.7,8.2,0.4,0.33,28.6,0.0
EURUSD,intraday,intra_07-10_3h,EMA+CLU+LLR|1:2,87,100.0,100.0,2491200.0,2491.0,28.6,6.7,8.2,0.5,0.5,28.6,0.0
EURUSD,intraday,intra_08-10_2h,EMA+CLU+LLR|tier,89,100.0,100.0,2491000.0,2491.0,28.0,6.3,7.8,0.41,0.33,28.0,0.0
EURUSD,intraday,intra_08-10_2h,EMA+CLU+LLR|1:2,89,100.0,100.0,2491000.0,2491.0,28.0,6.3,7.8,0.5,0.5,28.0,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU|tier,73,100.0,100.0,2336900.0,2337.0,32.0,3.3,3.2,0.42,0.33,32.0,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU|1:1,73,100.0,100.0,2336900.0,2337.0,32.0,3.3,3.2,1.0,1.0,32.0,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU|1:1.5,73,100.0,100.0,2336900.0,2337.0,32.0,3.3,3.2,0.67,0.67,32.0,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU|1:2,73,100.0,100.0,2336900.0,2337.0,32.0,3.3,3.2,0.5,0.5,32.0,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU+LLR|tier,70,100.0,100.0,2081000.0,2081.0,29.7,5.9,5.5,0.42,0.33,29.7,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU+LLR|1:1.5,70,100.0,100.0,2081000.0,2081.0,29.7,5.9,5.5,0.67,0.67,29.7,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU+LLR|1:2,70,100.0,100.0,2081000.0,2081.0,29.7,5.9,5.5,0.5,0.5,29.7,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+CLU+LLR|tier,66,100.0,100.0,2030700.0,2031.0,30.8,6.3,7.5,0.41,0.33,30.8,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+CLU+LLR|1:2,66,100.0,100.0,2030700.0,2031.0,30.8,6.3,7.5,0.5,0.5,30.8,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU+LLR|tier,55,100.0,100.0,1788600.0,1789.0,32.5,3.0,3.0,0.42,0.33,32.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU+LLR|1:1,55,100.0,100.0,1788600.0,1789.0,32.5,3.0,3.0,1.0,1.0,32.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU+LLR|1:1.5,55,100.0,100.0,1788600.0,1789.0,32.5,3.0,3.0,0.67,0.67,32.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+CLU+LLR|1:2,55,100.0,100.0,1788600.0,1789.0,32.5,3.0,3.0,0.5,0.5,32.5,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU+LLR|tier,50,100.0,100.0,1696400.0,1696.0,33.9,3.1,3.2,0.43,0.33,33.9,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU+LLR|1:1,50,100.0,100.0,1696400.0,1696.0,33.9,3.1,3.2,1.0,1.0,33.9,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU+LLR|1:1.5,50,100.0,100.0,1696400.0,1696.0,33.9,3.1,3.2,0.67,0.67,33.9,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+CLU+LLR|1:2,50,100.0,100.0,1696400.0,1696.0,33.9,3.1,3.2,0.5,0.5,33.9,0.0
EURUSD,intraday,intra_14-20_6h,H4+CLU|tier,252,91.3,99.6,2031.84,12388.0,49.2,12.6,14.8,0.54,0.67,50.9,8.7
EURUSD,intraday,intra_14-20_6h,EMA+CLU|tier,239,90.8,99.6,1676.18,10219.0,42.8,12.9,15.0,0.51,0.51,44.5,9.2
EURUSD,intraday,intra_14-20_6h,H4+CLU+LLR|tier,170,88.8,99.4,1370.8,8356.0,49.2,12.6,14.8,0.53,0.67,51.2,11.2
EURUSD,intraday,intra_14-20_6h,EMA+CLU+LLR|tier,175,88.6,99.4,1199.64,7312.0,41.8,12.9,15.0,0.5,0.39,43.9,11.4
EURUSD,intraday,intra_14-20_6h,EMA+H4+CLU|tier,156,92.9,99.4,1182.93,7210.0,46.2,13.0,15.2,0.53,0.67,47.5,7.1
EURUSD,intraday,intra_14-20_6h,EMA+H4+CLU+LLR|tier,112,92.0,99.1,839.02,5112.0,45.6,12.9,15.0,0.51,0.5,47.1,8.0
EURUSD,intraday,intra_15-18_3h,H4|tier,392,98.7,98.7,811.64,14348.0,36.6,10.2,11.8,0.47,0.33,36.7,0.0
EURUSD,intraday,intra_15-18_3h,H4+LLR|tier,277,98.9,98.9,770.53,9927.0,35.8,10.1,11.8,0.46,0.33,35.9,0.0
EURUSD,intraday,intra_18-21_3h,H4+CLU|tier,261,79.7,98.5,570.72,11167.0,42.8,11.5,12.0,0.49,0.46,47.2,20.3
EURUSD,intraday,intra_18-21_3h,H4+CLU|1:2,261,79.7,98.5,570.72,11167.0,42.8,11.5,12.0,0.46,0.5,47.2,20.3
EURUSD,intraday,intra_07-11_4h,H4|tier,416,97.8,97.8,545.95,8338.0,20.0,4.5,3.5,0.35,0.33,20.1,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4+LLR|tier,180,98.9,98.9,544.03,6028.0,33.5,10.1,11.4,0.46,0.33,33.6,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4|tier,244,98.8,98.8,534.75,8326.0,34.1,10.1,11.2,0.46,0.33,34.2,0.0
EURUSD,intraday,intra_07-13_6h,EMA+H4+LLR|tier,181,97.8,97.8,507.94,4410.0,24.4,5.9,6.0,0.38,0.33,24.4,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4|tier,252,97.2,97.2,501.08,4651.0,18.5,4.3,3.2,0.34,0.33,18.5,0.0
EURUSD,intraday,intra_07-15_8h,H4+LLR|tier,288,97.6,97.6,491.57,7800.0,27.1,6.8,9.0,0.38,0.33,27.2,0.0
EURUSD,intraday,intra_07-15_8h,H4|tier,417,97.4,97.4,490.34,11010.0,26.4,6.8,8.5,0.38,0.33,26.5,0.0
EURUSD,intraday,intra_18-21_3h,EMA+CLU|tier,239,80.3,98.3,473.34,9258.0,38.7,12.0,12.5,0.46,0.33,43.3,19.7
EURUSD,intraday,intra_07-11_4h,EMA+H4+LLR|tier,184,97.8,97.8,457.24,3559.0,19.3,4.3,3.1,0.35,0.33,19.4,0.0
EURUSD,intraday,intra_07-13_6h,EMA+H4|tier,250,97.2,97.2,440.2,5797.0,23.2,5.8,6.0,0.37,0.33,23.3,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4|tier,250,97.6,97.6,439.53,6315.0,25.3,6.6,7.1,0.38,0.33,25.3,0.0
EURUSD,intraday,intra_07-11_4h,H4+LLR|tier,285,97.9,97.9,423.42,5829.0,20.5,4.6,3.5,0.35,0.33,20.5,0.0
EURUSD,intraday,intra_07-13_6h,H4+LLR|tier,293,98.0,98.0,419.27,7152.0,24.4,6.0,6.0,0.38,0.33,24.5,0.0
EURUSD,intraday,intra_07-13_6h,H4|tier,426,97.2,97.2,395.6,10062.0,23.6,5.8,5.5,0.36,0.33,23.7,0.0
EURUSD,intraday,intra_18-21_3h,H4+CLU+LLR|tier,183,78.1,97.8,388.12,7588.0,41.5,11.5,11.8,0.47,0.36,46.1,21.9
EURUSD,intraday,intra_18-21_3h,H4+CLU+LLR|1:2,183,78.1,97.8,388.12,7588.0,41.5,11.5,11.8,0.45,0.5,46.1,21.9
EURUSD,intraday,intra_07-13_6h,EMA|tier,351,97.4,97.4,373.26,7929.0,22.6,5.9,6.0,0.37,0.33,22.7,0.0
EURUSD,intraday,intra_07-13_6h,EMA+LLR|tier,257,97.7,97.7,350.42,5870.0,22.8,6.0,6.0,0.37,0.33,22.9,0.0
EURUSD,intraday,intra_18-21_3h,EMA+H4+CLU|tier,165,80.6,97.6,344.94,6741.0,40.9,12.2,13.2,0.48,0.44,45.2,19.4
EURUSD,intraday,intra_18-21_3h,EMA+H4+CLU|1:2,165,80.6,97.6,344.94,6741.0,40.9,12.2,13.2,0.45,0.5,45.2,19.4
EURUSD,intraday,intra_07-10_3h,EMA+H4+LLR|tier,162,96.9,96.9,342.68,2870.0,17.7,4.2,3.8,0.33,0.33,17.8,0.0
EURUSD,intraday,intra_18-21_3h,EMA+CLU+LLR|tier,180,80.6,97.8,339.29,6630.0,36.8,11.8,12.2,0.45,0.33,41.3,19.4
EURUSD,intraday,intra_07-15_8h,EMA+H4+LLR|tier,183,96.7,96.7,327.22,4698.0,25.7,6.4,7.0,0.37,0.33,25.8,0.0
EURUSD,intraday,intra_07-10_3h,H4+LLR|tier,262,97.3,97.3,323.88,4940.0,18.9,4.2,3.8,0.34,0.33,18.9,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4|1:2,252,96.8,96.8,318.89,4641.0,18.4,4.3,3.2,0.45,0.5,18.5,0.0
EURUSD,intraday,intra_07-11_4h,CLU|1:2,331,99.7,99.7,314.62,10350.0,31.3,7.6,9.1,0.5,0.5,31.4,0.0
EURUSD,intraday,intra_10-13_3h,H4+LLR|tier,275,97.5,97.5,292.28,6903.0,25.1,6.3,6.5,0.38,0.33,25.2,0.0
EURUSD,intraday,intra_10-13_3h,H4+CLU|1:1.5,212,99.5,99.5,278.82,7668.0,36.2,9.1,10.5,0.66,0.67,36.4,0.0
EURUSD,intraday,intra_07-11_4h,RAW|tier,777,97.4,97.4,275.13,14638.0,18.8,4.7,3.8,0.34,0.33,18.9,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+LLR|1:2,184,97.3,97.3,261.93,3549.0,19.3,4.3,3.2,0.46,0.5,19.4,0.0
EURUSD,intraday,intra_07-10_3h,CLU|1:2,290,99.7,99.7,251.92,8280.0,28.6,6.4,7.8,0.49,0.5,28.7,0.0
EURUSD,intraday,intra_10-13_3h,EMA+H4+LLR|tier,173,97.1,97.1,244.68,4386.0,25.4,6.2,6.5,0.38,0.33,25.5,0.0
EURUSD,intraday,intra_05-13_8h,H4+CLU|1:2,222,99.5,99.5,243.46,8147.0,36.7,8.7,10.0,0.49,0.5,36.9,0.0
EURUSD,intraday,intra_18-21_3h,EMA+H4+CLU+LLR|tier,122,80.3,96.7,242.07,4725.0,38.7,11.8,12.4,0.46,0.33,43.0,19.7
EURUSD,intraday,intra_18-21_3h,EMA+H4+CLU+LLR|1:2,122,80.3,96.7,242.07,4725.0,38.7,11.8,12.4,0.45,0.5,43.0,19.7
EURUSD,intraday,intra_07-11_4h,H4+CLU+LLR|1:1,126,99.2,99.2,238.18,4293.0,34.1,7.4,9.2,0.98,1.0,34.4,0.0
EURUSD,intraday,intra_18-00_6h,EMA+CLU|tier,237,73.4,97.0,233.26,8965.0,37.8,12.0,12.2,0.45,0.33,45.4,26.6
EURUSD,intraday,intra_08-11_3h,CLU|tier,340,99.7,99.7,229.94,10440.0,30.7,7.5,9.0,0.41,0.33,30.9,0.0
