symbol,target_type,window,flags,n,settle_rate,win_rate,pf,total_pips,avg_pips,avg_settle_h,med_settle_h,avg_rr,med_rr,avg_dist,pct_timeout
EURUSD,intraday,intra_18-00_6h,RAW|tier,778,77.4,96.3,61.72,23571.0,30.3,8.8,10.1,0.39,0.33,37.1,20.3
EURUSD,intraday,intra_08-10_2h,H4+CLU|1:1,167,97.6,97.6,61.7,5050.0,30.2,6.1,6.0,0.95,1.0,31.2,0.0
EURUSD,intraday,intra_00-06_6h,H4|1:1.5,429,91.6,91.6,61.64,6113.0,14.2,1.8,1.5,0.53,0.67,14.6,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+CLU|1:1,88,97.7,97.7,61.53,2512.0,28.5,6.2,6.8,0.95,1.0,29.5,0.0
EURUSD,intraday,intra_07-13_6h,EMA|1:2,351,94.0,94.0,61.47,7765.0,22.1,6.1,6.6,0.41,0.5,22.7,0.0
EURUSD,intraday,intra_09-12_3h,H4+LLR|1:2,295,93.2,93.2,61.42,6659.0,22.6,5.7,5.0,0.4,0.5,23.1,0.0
EURUSD,intraday,intra_12-18_6h,LLR|tier,571,97.2,97.2,61.29,18710.0,32.8,10.3,12.0,0.43,0.33,33.5,0.0
EURUSD,intraday,intra_07-13_6h,EMA+H4|1:2,250,93.6,93.6,60.58,5672.0,22.7,5.9,6.0,0.4,0.5,23.3,0.0
EURUSD,intraday,intra_22-04_6h,H4+CLU+LLR|1:2,187,70.6,94.7,60.53,7268.0,38.9,12.0,12.6,0.4,0.5,49.5,28.3
EURUSD,intraday,intra_07-11_4h,EMA+CLU|1:1,140,97.1,97.1,60.34,4308.0,30.8,7.7,9.2,0.94,1.0,31.8,0.0
EURUSD,intraday,intra_14-20_6h,H4|1:2,389,89.2,94.9,60.28,14422.0,37.1,10.2,12.0,0.42,0.5,39.1,5.9
EURUSD,intraday,intra_13-17_4h,EMA+H4+CLU|1:1.5,148,97.3,97.3,60.19,6109.0,41.3,11.8,13.5,0.62,0.67,42.4,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4|1:2,250,94.0,94.0,60.17,6177.0,24.7,6.7,8.0,0.41,0.5,25.3,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4+CLU+LLR|1:2,107,98.1,98.1,60.16,4354.0,40.7,11.8,12.8,0.47,0.5,41.7,0.0
EURUSD,intraday,intra_20-00_4h,CLU|1:2,490,74.5,96.5,60.15,18093.0,36.9,11.2,11.5,0.42,0.5,44.4,24.5
EURUSD,intraday,intra_09-12_3h,EMA+H4+CLU|1:2,125,98.4,98.4,60.09,4373.0,35.0,8.8,10.2,0.48,0.5,35.9,0.0
EURUSD,intraday,intra_08-10_2h,EMA|tier,357,94.7,94.7,59.95,5058.0,14.2,3.7,2.8,0.29,0.33,14.5,0.0
EURUSD,intraday,intra_14-20_6h,RAW|1:2,776,88.3,95.2,59.94,26641.0,34.3,10.4,12.2,0.42,0.5,36.7,7.2
EURUSD,intraday,intra_08-11_3h,EMA+H4+CLU+LLR|1:1,82,97.6,97.6,59.87,2690.0,32.8,6.9,8.5,0.95,1.0,33.9,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+CLU+LLR|1:2,96,97.9,97.9,59.85,3660.0,38.1,9.8,10.9,0.47,0.5,39.1,0.0
EURUSD,intraday,intra_12-18_6h,EMA+H4+CLU|1:1.5,164,97.6,97.6,59.66,6864.0,41.9,12.0,13.5,0.63,0.67,43.0,0.0
EURUSD,intraday,intra_12-16_4h,CLU+LLR|1:2,316,98.1,98.4,59.6,11521.0,36.5,11.2,12.0,0.47,0.5,37.4,0.3
EURUSD,intraday,intra_18-00_6h,CLU+LLR|1:2,362,70.2,96.7,59.52,12980.0,35.9,11.4,11.5,0.41,0.5,44.6,28.7
EURUSD,intraday,intra_05-13_8h,LLR|tier,551,95.8,95.8,59.29,12196.0,22.1,6.3,8.4,0.34,0.33,22.7,0.0
EURUSD,intraday,intra_09-12_3h,EMA+H4+CLU+LLR|1:1.5,86,97.7,97.7,59.14,3227.0,37.5,9.2,10.5,0.63,0.67,38.6,0.0
EURUSD,intraday,intra_07-11_4h,EMA+CLU+LLR|1:1,104,97.1,97.1,59.12,3266.0,31.4,7.9,9.5,0.94,1.0,32.5,0.0
EURUSD,intraday,intra_07-11_4h,EMA+LLR|1:2,268,94.4,94.4,59.08,4670.0,17.4,4.6,3.2,0.42,0.5,17.9,0.0
EURUSD,intraday,intra_10-13_3h,H4|1:2,412,93.9,93.9,58.92,9579.0,23.3,6.2,6.2,0.41,0.5,23.9,0.0
EURUSD,intraday,intra_13-17_4h,RAW|tier,776,95.9,95.9,58.62,23543.0,30.3,9.5,11.0,0.39,0.33,31.0,0.0
EURUSD,intraday,intra_08-10_2h,H4|1:2,401,93.3,93.3,58.48,7092.0,17.7,4.0,3.2,0.4,0.5,18.1,0.0
EURUSD,intraday,intra_20-00_4h,H4|tier,394,78.2,94.2,58.42,12759.0,32.4,9.1,10.2,0.39,0.33,38.7,18.3
EURUSD,intraday,intra_07-15_8h,EMA|1:2,361,93.4,93.4,58.36,8581.0,23.8,7.0,8.8,0.4,0.5,24.4,0.0
EURUSD,intraday,intra_14-20_6h,EMA+H4+CLU|1:1.5,156,90.4,96.8,58.34,7016.0,45.0,12.9,15.0,0.6,0.67,47.5,7.1
EURUSD,intraday,intra_12-16_4h,H4|1:2,374,96.0,96.0,58.31,11542.0,30.9,9.0,10.8,0.44,0.5,31.7,0.0
EURUSD,intraday,intra_13-17_4h,EMA+CLU+LLR|1:2,172,97.7,98.3,58.24,6273.0,36.5,11.8,12.9,0.47,0.5,37.6,0.6
EURUSD,intraday,intra_18-21_3h,EMA+LLR|1:2,287,82.2,94.4,58.15,8053.0,28.1,9.0,10.2,0.4,0.5,31.7,13.2
EURUSD,intraday,intra_13-17_4h,EMA+LLR|tier,288,94.4,94.4,57.55,8092.0,28.1,9.5,11.0,0.36,0.33,28.8,0.0
EURUSD,intraday,intra_07-11_4h,RAW|1:2,777,95.0,95.0,57.5,14329.0,18.4,4.8,3.8,0.42,0.5,18.9,0.0
EURUSD,intraday,intra_18-00_6h,LLR|tier,567,76.7,96.6,57.35,16888.0,29.8,8.9,10.2,0.39,0.33,36.8,21.2
EURUSD,intraday,intra_08-11_3h,EMA|1:2,358,93.9,93.9,57.34,6378.0,17.8,4.7,3.4,0.41,0.5,18.3,0.0
EURUSD,intraday,intra_14-20_6h,EMA+H4|tier,247,91.5,96.0,57.16,8412.0,34.1,10.0,12.0,0.43,0.33,35.7,4.9
EURUSD,intraday,intra_12-18_6h,EMA+H4+CLU+LLR|1:2,118,98.3,98.3,56.87,4816.0,40.8,12.0,13.1,0.47,0.5,41.9,0.0
EURUSD,intraday,intra_12-18_6h,H4+CLU|1:2,264,98.5,98.5,56.84,11805.0,44.7,12.2,14.6,0.48,0.5,45.9,0.0
EURUSD,intraday,intra_00-06_6h,H4|1:2,429,93.0,93.0,56.81,6117.0,14.3,1.8,1.2,0.4,0.5,14.6,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+LLR|1:1.5,176,89.8,89.8,56.28,2488.0,14.1,1.8,1.4,0.5,0.67,14.6,0.0
EURUSD,intraday,intra_07-15_8h,LLR|tier,554,96.0,96.0,56.2,13346.0,24.1,7.1,9.2,0.36,0.33,24.7,0.0
EURUSD,intraday,intra_18-00_6h,H4+CLU+LLR|1:1.5,188,71.8,94.7,55.89,7311.0,38.9,11.5,11.5,0.54,0.67,47.9,26.6
EURUSD,intraday,intra_00-06_6h,EMA+H4|1:1.5,258,91.1,91.1,55.85,3505.0,13.6,1.7,1.2,0.52,0.67,14.0,0.0
EURUSD,intraday,intra_12-18_6h,EMA+H4|1:2,239,96.2,96.2,55.62,8095.0,33.9,10.3,11.5,0.44,0.5,34.8,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4|1:2,239,94.1,94.1,55.6,7415.0,31.0,9.5,11.0,0.41,0.5,31.9,0.0
EURUSD,intraday,intra_07-13_6h,LLR|tier,552,96.6,96.6,55.57,11918.0,21.6,6.0,6.5,0.35,0.33,22.1,0.0
EURUSD,intraday,intra_09-12_3h,EMA+CLU+LLR|1:2,117,98.3,98.3,55.39,4025.0,34.4,9.2,10.2,0.47,0.5,35.3,0.0
EURUSD,intraday,intra_12-18_6h,EMA+LLR|tier,279,96.8,96.8,54.85,8828.0,31.6,10.5,12.0,0.43,0.33,32.5,0.0
EURUSD,intraday,intra_08-10_2h,EMA+LLR|tier,259,94.2,94.2,54.84,3731.0,14.4,3.7,2.8,0.29,0.33,14.8,0.0
EURUSD,intraday,intra_09-12_3h,EMA+H4|1:2,250,94.0,94.0,54.84,5599.0,22.4,5.8,5.2,0.41,0.5,23.0,0.0
EURUSD,intraday,intra_00-06_6h,H4+LLR|1:2,273,91.9,91.9,54.73,3933.0,14.4,1.9,1.8,0.38,0.5,14.8,0.0
EURUSD,intraday,intra_14-20_6h,EMA|1:2,382,87.7,93.7,54.71,12358.0,32.4,10.4,12.2,0.4,0.5,34.5,6.3
EURUSD,intraday,intra_08-10_2h,H4+LLR|1:1.5,266,92.5,92.5,54.66,4813.0,18.1,4.3,3.5,0.54,0.67,18.7,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4|1:2,258,92.6,92.6,54.55,3513.0,13.6,1.7,1.2,0.39,0.5,14.0,0.0
EURUSD,intraday,intra_14-20_6h,EMA+LLR|tier,288,89.2,96.2,54.48,9087.0,31.6,10.1,12.0,0.42,0.33,33.7,7.3
EURUSD,intraday,intra_07-13_6h,CLU+LLR|1:1.5,269,97.4,97.4,54.31,8908.0,33.1,9.1,10.2,0.62,0.67,34.1,0.0
EURUSD,intraday,intra_18-00_6h,EMA+H4+CLU|1:1.5,168,73.2,94.0,54.04,6439.0,38.3,12.1,13.0,0.54,0.67,46.6,25.0
EURUSD,intraday,intra_07-11_4h,LLR|1:2,549,94.7,94.7,54.02,9852.0,17.9,4.9,4.0,0.42,0.5,18.5,0.0
EURUSD,intraday,intra_07-13_6h,EMA+H4+CLU+LLR|1:2,87,97.7,97.7,54.01,3297.0,37.9,9.3,10.5,0.47,0.5,39.0,0.0
EURUSD,intraday,intra_09-12_3h,H4|1:1.5,426,91.1,91.1,54.0,9254.0,21.7,5.7,5.1,0.52,0.67,22.4,0.0
EURUSD,intraday,intra_20-00_4h,H4+LLR|tier,277,79.1,94.9,53.97,8846.0,31.9,9.1,10.2,0.4,0.33,38.3,18.1
EURUSD,intraday,intra_07-15_8h,RAW|1:2,778,94.0,94.0,53.94,18910.0,24.3,7.1,9.2,0.41,0.5,25.0,0.0
EURUSD,intraday,intra_15-18_3h,EMA+LLR|tier,278,97.1,97.1,53.87,8866.0,31.9,10.7,12.5,0.43,0.33,32.7,0.0
EURUSD,intraday,intra_20-00_4h,EMA+H4+CLU+LLR|1:2,115,74.8,94.8,53.83,4406.0,38.3,11.9,11.9,0.41,0.5,46.5,23.5
EURUSD,intraday,intra_18-00_6h,H4|1:2,398,77.4,94.0,53.67,12693.0,31.9,8.7,10.2,0.39,0.5,38.5,18.3
EURUSD,intraday,intra_12-18_6h,EMA+H4+CLU+LLR|1:1.5,118,97.5,97.5,53.65,4794.0,40.6,12.1,13.5,0.62,0.67,41.9,0.0
EURUSD,intraday,intra_09-12_3h,EMA|1:2,350,93.7,93.7,53.5,7434.0,21.2,6.0,6.4,0.41,0.5,21.8,0.0
EURUSD,intraday,intra_07-15_8h,LLR|1:2,554,93.9,93.9,53.48,13308.0,24.0,7.2,9.2,0.41,0.5,24.7,0.0
EURUSD,intraday,intra_12-18_6h,EMA+CLU+LLR|1:2,178,97.8,98.3,53.3,6945.0,39.0,12.4,14.4,0.47,0.5,40.2,0.6
EURUSD,intraday,intra_16-19_3h,H4+CLU|1:2,268,89.9,97.4,53.28,12003.0,44.8,12.5,14.8,0.46,0.5,47.6,8.2
EURUSD,intraday,intra_05-13_8h,CLU+LLR|tier,273,98.9,98.9,53.28,9214.0,33.7,9.0,10.2,0.43,0.33,34.7,0.0
EURUSD,intraday,intra_09-12_3h,RAW|1:2,776,93.6,93.6,53.24,15777.0,20.3,5.7,5.2,0.4,0.5,20.9,0.0
EURUSD,intraday,intra_09-12_3h,EMA+H4+CLU+LLR|tier,86,98.8,98.8,53.12,3237.0,37.6,9.2,10.5,0.47,0.33,38.6,0.0
EURUSD,intraday,intra_09-12_3h,H4+CLU|1:1,206,96.6,96.6,52.99,7107.0,34.5,8.5,10.0,0.93,1.0,35.8,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+CLU+LLR|1:1,70,97.1,97.1,52.77,2004.0,28.6,5.8,5.5,0.94,1.0,29.7,0.0
EURUSD,intraday,intra_10-13_3h,LLR|tier,540,97.0,97.0,52.75,11612.0,21.5,6.2,7.8,0.35,0.33,22.1,0.0
EURUSD,intraday,intra_16-19_3h,EMA+H4+CLU+LLR|tier,116,92.2,97.4,52.57,4899.0,42.2,13.2,15.2,0.5,0.67,44.8,6.9
EURUSD,intraday,intra_14-20_6h,CLU+LLR|1:2,358,86.0,97.8,52.44,14501.0,40.5,12.2,14.5,0.45,0.5,44.0,12.0
EURUSD,intraday,intra_18-00_6h,H4|1:1.5,398,75.9,92.5,52.31,12651.0,31.8,8.8,10.2,0.51,0.67,38.5,18.3
EURUSD,intraday,intra_15-18_3h,H4+CLU|1:2,255,98.0,98.0,52.09,11721.0,46.0,12.6,14.8,0.47,0.5,47.3,0.0
EURUSD,intraday,intra_07-10_3h,EMA+CLU+LLR|1:1,87,96.6,96.6,52.0,2397.0,27.6,6.7,8.0,0.93,1.0,28.6,0.0
EURUSD,intraday,intra_18-00_6h,EMA+H4+LLR|tier,186,79.6,94.6,51.97,5383.0,28.9,8.8,10.2,0.39,0.33,35.2,17.7
EURUSD,intraday,intra_12-16_4h,EMA+CLU|1:1.5,204,97.1,97.5,51.92,7531.0,36.9,11.7,12.8,0.62,0.67,38.2,0.5
EURUSD,intraday,intra_13-17_4h,H4+LLR|1:2,271,94.1,94.1,51.7,8721.0,32.2,9.3,10.8,0.41,0.5,33.1,0.0
EURUSD,intraday,intra_18-21_3h,EMA+H4+LLR|1:2,186,81.7,93.5,51.56,5445.0,29.3,8.8,10.2,0.39,0.5,32.9,13.4
EURUSD,intraday,intra_07-13_6h,EMA+H4+LLR|1:2,181,93.4,93.4,51.52,4295.0,23.7,6.1,6.0,0.4,0.5,24.4,0.0
EURUSD,intraday,intra_12-18_6h,H4|1:1.5,384,94.3,94.3,51.5,13818.0,36.0,10.4,12.0,0.57,0.67,37.2,0.0
EURUSD,intraday,intra_14-20_6h,H4+LLR|tier,278,89.9,96.8,51.37,9962.0,35.8,9.7,11.6,0.44,0.33,38.0,7.2
EURUSD,intraday,intra_20-00_4h,CLU+LLR|1:2,362,73.8,96.4,51.37,12950.0,35.8,11.4,11.8,0.41,0.5,43.5,25.1
EURUSD,intraday,intra_20-00_4h,EMA+CLU+LLR|1:2,176,75.0,96.0,51.05,6362.0,36.1,12.0,12.1,0.41,0.5,43.6,23.9
EURUSD,intraday,intra_12-18_6h,H4+LLR|1:2,273,96.0,96.0,50.97,9535.0,34.9,10.2,11.5,0.44,0.5,36.0,0.0
EURUSD,intraday,intra_00-06_6h,EMA+H4+LLR|1:2,176,91.5,91.5,50.76,2488.0,14.1,1.7,1.2,0.37,0.5,14.6,0.0
EURUSD,intraday,intra_07-13_6h,EMA+LLR|1:2,257,93.8,93.8,50.65,5720.0,22.3,6.1,7.0,0.41,0.5,22.9,0.0
EURUSD,intraday,intra_10-13_3h,CLU+LLR|1:1.5,261,97.7,97.7,50.63,8568.0,32.8,9.0,10.5,0.63,0.67,33.9,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+LLR|1:1.5,180,93.3,93.3,50.35,3516.0,19.5,4.5,3.2,0.56,0.67,20.2,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+LLR|1:2,168,92.3,92.3,50.29,2809.0,16.7,3.9,3.2,0.38,0.5,17.2,0.0
EURUSD,intraday,intra_13-17_4h,H4+CLU+LLR|tier,163,98.8,98.8,50.23,7044.0,43.2,11.9,13.2,0.48,0.33,44.5,0.0
EURUSD,intraday,intra_20-00_4h,EMA+CLU|1:2,235,72.8,95.3,50.06,8630.0,36.7,11.8,12.0,0.4,0.5,44.9,26.0
EURUSD,intraday,intra_13-17_4h,H4|1:1.5,378,92.6,92.6,50.02,12537.0,33.2,9.7,11.2,0.54,0.67,34.3,0.0
EURUSD,intraday,intra_14-18_4h,EMA+H4+CLU|1:1.5,149,96.6,96.6,49.73,6585.0,44.2,12.6,14.9,0.61,0.67,45.7,0.0
EURUSD,intraday,intra_14-20_6h,EMA+H4|1:2,247,89.5,93.9,49.66,8356.0,33.8,10.2,12.2,0.4,0.5,35.7,4.9
EURUSD,intraday,intra_22-04_6h,H4|tier,395,76.2,92.7,49.57,12481.0,31.6,9.2,10.5,0.37,0.33,39.3,20.3
EURUSD,intraday,intra_12-18_6h,H4+CLU|1:1.5,264,97.3,97.3,49.5,11719.0,44.4,12.2,14.5,0.62,0.67,45.9,0.0
EURUSD,intraday,intra_08-11_3h,H4|1:1.5,415,92.0,92.0,49.45,8161.0,19.7,4.7,3.5,0.53,0.67,20.3,0.0
EURUSD,intraday,intra_08-11_3h,EMA+LLR|1:2,265,94.0,94.0,49.45,4690.0,17.7,4.6,3.2,0.41,0.5,18.2,0.0
EURUSD,intraday,intra_07-10_3h,H4+LLR|1:1.5,262,93.5,93.5,49.44,4795.0,18.3,4.2,3.8,0.56,0.67,18.9,0.0
EURUSD,intraday,intra_15-18_3h,EMA+CLU|1:2,230,97.4,97.8,49.41,9546.0,41.5,12.7,14.9,0.47,0.5,42.9,0.4
EURUSD,intraday,intra_13-17_4h,LLR|tier,572,95.3,95.3,49.26,16780.0,29.3,9.4,11.0,0.38,0.33,30.1,0.0
EURUSD,intraday,intra_18-00_6h,H4+LLR|1:2,281,77.2,94.3,49.26,8764.0,31.2,8.7,10.2,0.39,0.5,38.0,18.5
EURUSD,intraday,intra_00-06_6h,EMA|1:2,361,92.2,92.2,49.12,4330.0,12.0,1.5,1.0,0.38,0.5,12.4,0.0
EURUSD,intraday,intra_20-00_4h,EMA+H4|tier,245,77.6,93.5,49.05,7232.0,29.5,9.1,10.4,0.38,0.33,36.1,19.2
EURUSD,intraday,intra_18-00_6h,RAW|1:2,778,75.7,94.6,48.96,23397.0,30.1,8.8,10.2,0.39,0.5,37.1,20.2
EURUSD,intraday,intra_12-18_6h,RAW|1:2,777,96.0,96.0,48.95,25986.0,33.4,10.3,12.0,0.44,0.5,34.5,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4|1:1.5,248,92.3,92.3,48.91,4628.0,18.7,4.6,3.2,0.54,0.67,19.3,0.0
EURUSD,intraday,intra_20-00_4h,EMA+H4+LLR|tier,181,80.7,94.5,48.69,5246.0,29.0,9.0,10.2,0.39,0.33,35.2,17.1
EURUSD,intraday,intra_20-00_4h,EMA+H4+CLU|1:1.5,159,73.0,94.3,48.59,6125.0,38.5,11.9,12.0,0.53,0.67,47.1,24.5
EURUSD,intraday,intra_14-20_6h,H4+CLU+LLR|1:1.5,170,85.9,96.5,48.57,8083.0,47.5,12.5,14.6,0.6,0.67,51.2,11.2
EURUSD,intraday,intra_07-11_4h,H4|1:1.5,416,93.5,93.5,48.38,8074.0,19.4,4.6,3.5,0.56,0.67,20.1,0.0
EURUSD,intraday,intra_07-13_6h,EMA+H4+CLU|1:1.5,124,96.8,96.8,48.2,4375.0,35.3,8.8,10.2,0.61,0.67,36.5,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+LLR|1:2,183,92.3,92.3,48.03,4571.0,25.0,6.6,7.2,0.39,0.5,25.8,0.0
EURUSD,intraday,intra_12-16_4h,H4+CLU|1:1.5,235,97.0,97.0,47.96,9368.0,39.9,11.2,12.2,0.62,0.67,41.3,0.0
EURUSD,intraday,intra_20-00_4h,RAW|tier,779,78.6,95.1,47.96,23384.0,30.0,8.9,10.0,0.39,0.33,36.4,18.5
EURUSD,intraday,intra_16-19_3h,H4|1:2,394,89.1,94.4,47.77,13948.0,35.4,10.2,11.2,0.41,0.5,37.6,5.8
EURUSD,intraday,intra_09-12_3h,EMA+CLU+LLR|1:1.5,117,97.4,97.4,47.7,3993.0,34.1,9.2,10.2,0.62,0.67,35.3,0.0
EURUSD,intraday,intra_18-21_3h,H4|1:1.5,396,78.5,92.4,47.6,12772.0,32.3,8.8,10.2,0.51,0.67,36.5,14.6
EURUSD,intraday,intra_00-06_6h,RAW|1:2,775,92.0,92.0,47.32,9680.0,12.5,1.7,1.0,0.38,0.5,12.9,0.0
EURUSD,intraday,intra_18-00_6h,EMA+LLR|tier,287,78.4,95.5,47.2,7900.0,27.5,8.9,10.2,0.38,0.33,33.9,18.8
EURUSD,intraday,intra_08-10_2h,CLU+LLR|1:1,194,96.9,96.9,47.17,5300.0,27.3,6.6,8.0,0.94,1.0,28.5,0.0
EURUSD,intraday,intra_07-15_8h,H4+CLU|1:1.5,232,96.6,96.6,47.11,8707.0,37.5,9.7,10.8,0.61,0.67,38.9,0.0
EURUSD,intraday,intra_10-13_3h,H4+LLR|1:1.5,275,93.1,93.1,47.09,6693.0,24.3,6.3,6.5,0.55,0.67,25.2,0.0
EURUSD,intraday,intra_07-13_6h,H4+CLU+LLR|1:1.5,148,96.6,96.6,47.07,5369.0,36.3,9.1,10.5,0.61,0.67,37.6,0.0
EURUSD,intraday,intra_12-16_4h,EMA+H4+CLU+LLR|1:1.5,95,96.8,96.8,47.04,3715.0,39.1,11.3,12.1,0.61,0.67,40.5,0.0
EURUSD,intraday,intra_07-11_4h,H4+LLR|1:1.5,285,93.3,93.3,46.99,5643.0,19.8,4.7,3.5,0.56,0.67,20.5,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4|tier,241,94.2,94.2,46.91,3760.0,15.6,3.7,2.8,0.29,0.33,16.1,0.0
EURUSD,intraday,intra_07-13_6h,RAW|1:2,776,94.1,94.1,46.84,16879.0,21.8,6.0,6.9,0.41,0.5,22.5,0.0
EURUSD,intraday,intra_15-18_3h,CLU|1:2,479,97.7,97.9,46.72,19941.0,41.6,12.4,14.5,0.47,0.5,43.0,0.2
EURUSD,intraday,intra_22-04_6h,H4+LLR|1:2,274,75.2,92.7,46.53,8645.0,31.6,9.4,10.5,0.37,0.5,40.0,20.1
EURUSD,intraday,intra_20-00_4h,H4|1:2,394,76.9,92.9,46.45,12677.0,32.2,9.1,10.2,0.37,0.5,38.7,17.5
EURUSD,intraday,intra_07-13_6h,EMA+CLU+LLR|1:1.5,121,96.7,96.7,46.41,4209.0,34.8,9.2,10.5,0.61,0.67,36.1,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4|1:1.5,239,92.1,92.1,46.41,7349.0,30.7,9.5,11.1,0.53,0.67,31.9,0.0
EURUSD,intraday,intra_08-10_2h,CLU|1:1,293,96.9,96.9,46.36,7934.0,27.1,6.4,7.6,0.94,1.0,28.3,0.0
EURUSD,intraday,intra_18-21_3h,EMA|1:2,376,80.9,94.1,46.35,10988.0,29.2,9.2,10.5,0.39,0.5,33.5,14.1
EURUSD,intraday,intra_14-18_4h,EMA+H4+CLU|1:2,149,97.3,97.3,46.28,6592.0,44.2,12.6,14.8,0.46,0.5,45.7,0.0
EURUSD,intraday,intra_18-00_6h,H4+LLR|1:1.5,281,75.4,92.5,46.18,8720.0,31.0,8.8,10.2,0.5,0.67,38.0,18.5
EURUSD,intraday,intra_22-04_6h,EMA+CLU|tier,239,72.4,94.6,46.11,8440.0,35.3,11.8,12.5,0.42,0.33,44.3,27.6
EURUSD,intraday,intra_13-17_4h,EMA+CLU|1:1.5,230,96.5,97.0,45.85,8659.0,37.6,11.8,13.0,0.61,0.67,39.2,0.4
EURUSD,intraday,intra_08-11_3h,H4+LLR|1:1.5,285,91.9,91.9,45.46,5669.0,19.9,4.8,3.6,0.53,0.67,20.6,0.0
EURUSD,intraday,intra_13-17_4h,CLU+LLR|1:2,334,97.6,97.9,45.35,12656.0,37.9,11.7,12.8,0.47,0.5,39.3,0.3
EURUSD,intraday,intra_09-12_3h,EMA+H4|1:1.5,250,91.2,91.2,45.34,5547.0,22.2,5.9,5.8,0.52,0.67,23.0,0.0
EURUSD,intraday,intra_08-10_2h,EMA+CLU+LLR|1:1,89,96.6,96.6,45.3,2383.0,26.8,6.3,7.5,0.93,1.0,28.0,0.0
EURUSD,intraday,intra_14-20_6h,LLR|1:2,570,87.4,95.3,45.24,18976.0,33.3,10.3,12.0,0.42,0.5,35.9,8.1
EURUSD,intraday,intra_18-00_6h,EMA+CLU|1:1.5,237,70.9,94.5,45.24,8702.0,36.7,12.1,12.8,0.53,0.67,45.4,26.6
EURUSD,intraday,intra_20-00_4h,EMA+H4+CLU+LLR|1:1.5,115,73.9,93.9,45.16,4370.0,38.0,12.0,12.0,0.53,0.67,46.5,23.5
EURUSD,intraday,intra_14-20_6h,EMA+H4+LLR|tier,185,91.4,96.2,45.02,6079.0,32.9,9.8,11.8,0.43,0.33,34.8,5.4
EURUSD,intraday,intra_22-04_6h,H4+CLU|1:1.5,267,72.3,94.0,44.95,10444.0,39.1,11.6,12.5,0.53,0.67,48.7,25.5
EURUSD,intraday,intra_18-00_6h,EMA+H4|tier,250,77.6,93.6,44.9,7467.0,29.9,9.1,10.4,0.38,0.33,36.4,18.8
EURUSD,intraday,intra_07-15_8h,EMA+LLR|1:2,268,91.8,91.8,44.58,6197.0,23.1,6.9,8.8,0.38,0.5,23.9,0.0
EURUSD,intraday,intra_18-00_6h,LLR|1:2,567,75.0,94.9,44.58,16747.0,29.5,9.0,10.2,0.39,0.5,36.8,21.0
EURUSD,intraday,intra_14-20_6h,H4+LLR|1:2,278,88.1,95.0,44.53,9886.0,35.6,9.7,11.8,0.42,0.5,38.0,7.2
EURUSD,intraday,intra_08-10_2h,LLR|1:2,542,92.4,92.4,44.49,8211.0,15.2,4.0,3.2,0.39,0.5,15.7,0.0
EURUSD,intraday,intra_05-13_8h,EMA|1:1.5,354,91.2,91.2,44.46,7960.0,22.5,6.4,8.2,0.52,0.67,23.3,0.0
EURUSD,intraday,intra_09-12_3h,EMA+H4+CLU+LLR|1:2,86,97.7,97.7,44.36,3208.0,37.3,9.2,10.5,0.47,0.5,38.6,0.0
EURUSD,intraday,intra_18-21_3h,H4+LLR|1:1.5,282,78.4,92.2,44.3,8736.0,31.0,8.6,10.0,0.51,0.67,35.2,14.9
EURUSD,intraday,intra_09-12_3h,H4+LLR|1:1.5,295,89.8,89.8,44.24,6571.0,22.3,5.9,5.2,0.5,0.67,23.1,0.0
EURUSD,intraday,intra_08-10_2h,EMA+H4+LLR|1:1.5,168,90.5,90.5,44.11,2787.0,16.6,4.0,3.2,0.51,0.67,17.2,0.0
EURUSD,intraday,intra_15-18_3h,RAW|1:2,777,95.1,95.1,44.11,25684.0,33.1,10.5,12.0,0.43,0.5,34.2,0.0
EURUSD,intraday,intra_05-13_8h,RAW|1:2,777,93.6,93.6,44.09,17209.0,22.1,6.3,8.2,0.4,0.5,22.9,0.0
EURUSD,intraday,intra_08-11_3h,RAW|1:2,776,94.1,94.1,43.98,14140.0,18.2,4.8,3.8,0.41,0.5,18.9,0.0
EURUSD,intraday,intra_13-17_4h,H4+CLU|1:1.5,242,97.1,97.1,43.95,10321.0,42.6,11.7,13.5,0.62,0.67,44.3,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4+LLR|1:2,181,92.8,92.8,43.94,5324.0,29.4,9.2,10.6,0.39,0.5,30.4,0.0
EURUSD,intraday,intra_16-19_3h,H4+LLR|1:2,276,89.5,94.6,43.94,9575.0,34.7,10.0,11.0,0.42,0.5,37.1,5.8
